epoch,uptime,cpu0,cluster0,cluster1,cpu7_top,cpu7_bot,gpu_top,mem,gpu_bot,battery,gpu_mhz,silver_mhz,gold_mhz,prime_mhz
1779382263,232,57,59,60,68,66,49,50,49,29,800,1248,2419,2841
1779382264,233,57,59,60,67,66,50,50,49,29,800,1344,2419,2841
1779382265,234,57,58,59,67,66,49,50,50,29,800,1344,1958,2841
1779382266,235,57,60,61,68,67,50,51,49,29,800,1344,2342,2841
1779382268,236,56,59,60,65,65,49,51,50,29,800,1612,2419,2841
1779382269,237,57,59,61,68,66,49,50,49,29,800,1516,2419,2841
1779382270,238,58,59,61,68,66,49,50,50,29,800,1420,2342,2841
1779382271,239,57,59,62,68,67,50,51,50,29,800,1708,2150,2841
1779382272,240,57,59,61,68,66,50,51,50,29,800,1420,2419,2841
1779382273,241,57,59,62,68,67,50,52,50,29,800,1420,2419,2841
1779382274,243,57,59,61,68,67,50,51,50,29,800,1612,2419,2841
1779382275,244,58,59,62,68,67,50,51,50,29,800,1420,2342,2841
1779382276,245,58,61,63,69,68,50,51,50,29,800,1171,2419,2841
1779382277,246,59,61,61,68,67,49,51,50,29,800,1516,2419,2841
1779382278,247,59,61,62,69,67,50,52,50,29,800,1804,2419,2841
1779382279,248,57,59,62,68,67,50,51,50,29,800,1804,2054,2841
1779382281,249,57,60,61,69,68,50,52,50,29,800,1804,2054,2841
1779382282,250,57,60,61,69,67,50,52,51,29,800,1248,1862,2841
1779382283,251,58,59,61,68,67,50,51,50,29,800,1612,2419,2841
1779382284,252,57,60,62,68,67,50,51,50,29,800,1708,1766,2841
1779382285,253,57,60,61,69,66,50,52,50,29,800,1804,2419,2841
1779382286,254,59,60,61,69,67,50,51,51,29,800,1420,2419,2841
1779382287,255,58,59,61,69,68,51,52,50,29,800,1612,2419,2841
1779382288,257,57,60,62,69,68,50,51,51,29,800,1420,2419,2841
1779382289,258,58,60,61,68,67,50,52,51,29,800,1344,2419,2841
1779382290,259,58,61,62,69,67,51,52,50,29,800,1516,1958,2841
1779382291,260,58,61,62,69,68,50,52,51,29,800,1248,2419,2841
1779382292,261,58,60,61,68,67,50,52,51,29,800,1516,2342,2841
1779382293,262,58,60,61,69,68,50,52,51,29,800,1804,2419,2841
1779382295,263,59,60,61,69,68,51,52,51,29,800,1516,2246,2841
1779382296,264,58,60,62,70,68,50,52,51,29,800,1708,2246,2841
1779382297,265,59,60,62,69,68,50,52,50,29,800,1344,2419,2841
1779382298,266,58,60,63,70,68,50,52,50,29,800,1420,2419,2841
1779382299,267,57,60,62,68,68,50,51,50,29,800,1804,2419,2841
1779382300,268,57,60,62,70,68,50,52,50,29,800,1612,2419,2841
1779382301,270,59,59,61,69,68,50,52,50,29,800,1516,2342,2841
1779382302,271,57,60,62,69,68,49,51,50,29,800,1612,2419,2841
1779382303,272,57,60,62,68,65,49,51,50,29,800,1708,1958,2841
1779382304,273,57,59,61,68,67,50,51,49,29,800,1248,2419,2841
1779382305,274,56,59,60,68,67,50,51,50,29,800,1420,2419,2841
1779382306,275,58,59,61,68,67,50,51,50,29,800,1344,2342,2841
1779382308,276,56,59,61,69,67,49,51,50,29,800,1804,2419,2841
1779382309,277,57,59,60,65,65,50,51,50,29,800,1612,2419,2841
1779382310,278,56,59,61,68,66,49,51,50,29,800,1075,2419,2841
1779382311,279,56,59,60,70,67,48,51,50,29,800,1420,2419,2841
1779382312,280,57,59,60,70,67,51,51,49,29,800,1420,2150,2841
1779382313,281,57,59,61,67,67,50,51,50,29,800,1612,2419,2841
1779382314,283,57,60,61,68,66,50,51,50,29,800,1708,2419,2841
1779382315,284,57,60,62,69,67,49,51,50,29,800,1612,2246,2841
1779382316,285,59,61,62,69,66,50,52,50,29,800,1708,2246,2841
1779382317,286,57,60,61,69,68,50,52,51,29,800,1516,2419,2841
1779382318,287,57,59,63,70,68,50,52,50,29,800,1804,2419,2841
1779382319,288,59,61,63,68,68,50,52,51,29,800,1612,2419,2841
1779382321,289,59,61,63,70,68,51,52,51,29,800,1171,2419,2841
1779382322,290,59,60,62,68,67,50,52,51,29,800,1804,2419,2841
1779382323,291,58,61,63,68,68,51,52,50,29,800,1804,1958,2841
1779382324,292,58,60,62,70,68,50,52,51,29,800,1804,2419,2841
1779382325,293,57,60,62,69,65,49,52,51,29,800,1344,2419,2841
1779382326,294,57,60,62,71,68,50,52,51,29,800,1420,2419,2841
1779382327,296,58,60,61,70,68,50,52,50,29,800,1171,2419,2841
1779382328,297,52,53,54,57,57,45,48,46,29,800,1171,1171,2841
1779382329,298,49,51,51,54,54,43,46,44,29,800,1420,940,2841
1779382330,299,48,50,50,53,54,43,45,43,29,800,1075,1056,2841
1779382331,300,48,49,49,53,52,42,44,42,29,800,1075,1286,2841
1779382333,301,46,48,49,52,52,41,43,42,29,800,979,1056,2841
1779382334,302,47,48,48,52,52,41,43,42,29,800,1248,1171,2841
1779382335,303,46,48,48,52,51,41,43,42,29,800,1075,1171,2841
1779382336,304,46,48,48,51,51,41,42,41,29,800,1171,1171,2841
1779382337,305,46,47,47,51,51,41,42,41,29,800,1075,1171,2841
1779382338,306,46,47,48,51,51,40,42,41,29,800,1248,1574,2841
1779382339,307,46,47,48,50,50,40,42,41,29,800,1171,1286,2841
1779382340,309,46,47,48,51,50,40,42,41,29,800,1171,1171,2841
1779382341,310,46,47,48,50,50,40,42,40,29,800,979,1056,2841
1779382342,311,46,47,47,50,50,40,42,40,29,800,1075,1382,2841
1779382343,312,47,48,48,51,51,39,41,40,29,800,1248,1286,2841
