epoch,uptime,cpu0,cluster0,cluster1,cpu7_top,cpu7_bot,gpu_top,mem,gpu_bot,battery,gpu_mhz,silver_mhz,gold_mhz,prime_mhz
1779387413,141,66,70,71,78,75,54,57,56,32,800,1804,2419,2841
1779387414,142,65,69,71,77,76,55,57,56,32,800,1708,2419,2841
1779387415,144,67,69,70,76,75,54,57,56,32,800,1804,2419,2841
1779387416,145,66,68,70,76,73,54,57,56,32,800,1420,2419,2841
1779387418,146,66,67,69,77,76,54,57,56,32,800,1804,2419,2841
1779387419,147,66,69,72,78,75,55,57,56,32,800,1804,2419,2841
1779387420,148,67,70,71,77,76,56,58,56,32,800,1171,2419,2841
1779387421,149,68,70,73,78,75,55,57,56,32,800,1804,2419,2841
1779387422,150,66,69,71,78,75,55,57,56,32,800,1804,2419,2841
1779387423,151,67,70,72,78,77,56,58,57,32,800,1804,2419,2841
1779387424,152,67,70,72,79,77,55,58,56,32,800,1804,2419,2841
1779387425,153,69,70,72,79,78,53,57,56,32,800,1804,2419,2841
1779387426,154,67,69,72,79,77,55,58,57,32,800,1804,2419,2841
1779387427,156,68,70,72,79,78,55,58,56,32,800,1804,2419,2841
1779387428,157,68,70,71,78,77,55,58,56,32,800,1804,2419,2841
1779387430,158,68,70,72,79,77,55,58,56,32,800,1708,2419,2841
1779387431,159,68,70,73,79,77,56,58,57,32,800,1804,2419,2841
1779387432,160,69,70,73,77,76,54,57,56,32,800,1804,2419,2841
1779387433,161,67,69,72,79,77,56,58,57,32,800,1804,2419,2841
1779387434,162,69,70,73,78,77,55,58,57,32,800,1804,2419,2841
1779387435,163,67,70,72,75,73,56,58,57,32,800,1804,2419,2841
1779387436,164,68,71,72,79,76,55,58,57,32,800,1804,2419,2841
1779387437,165,68,70,73,79,77,56,59,57,32,800,1804,2419,2841
1779387438,166,68,70,72,80,78,55,58,57,32,800,1804,2419,2841
1779387439,168,68,70,72,80,77,55,59,57,32,800,1804,2419,2841
1779387440,169,68,70,72,80,77,55,58,57,32,800,1804,2419,2841
1779387442,170,68,70,73,79,78,56,59,57,32,800,1804,2419,2841
1779387443,171,68,70,73,79,78,57,59,58,32,800,1708,2419,2841
1779387444,172,69,71,73,81,79,57,59,58,32,800,1804,2419,2841
1779387445,173,70,72,75,81,79,56,59,58,32,800,1612,2419,2841
1779387446,174,70,73,74,81,78,57,59,58,32,800,1804,2419,2841
1779387447,175,69,72,74,80,76,56,59,57,32,800,1804,2419,2841
1779387448,176,67,70,72,79,75,56,59,57,32,800,1516,2419,2841
1779387449,177,69,72,74,80,78,57,59,58,32,800,1804,2419,2841
1779387450,178,70,72,73,80,79,57,60,57,32,800,1804,2419,2841
1779387451,179,69,71,74,80,79,57,59,58,32,800,1804,2419,2841
1779387452,181,69,72,74,78,78,57,59,58,32,800,1804,2419,2841
1779387454,182,69,72,74,80,78,57,59,58,32,800,1708,2419,2841
1779387455,183,69,71,73,81,79,57,59,58,32,800,1612,2419,2841
1779387456,184,70,72,75,80,79,56,59,58,32,800,1804,2419,2841
1779387457,185,70,72,74,81,79,58,60,58,32,800,1804,2419,2841
1779387458,186,70,73,74,81,78,57,60,58,32,800,1612,2419,2841
1779387459,187,71,72,74,80,79,57,60,59,32,800,1804,2419,2841
1779387460,188,70,72,74,81,79,57,60,58,32,800,1804,2419,2841
1779387461,189,70,73,74,81,79,57,60,59,32,800,1612,2419,2841
1779387462,190,71,72,75,81,80,56,60,59,32,800,1804,2419,2841
1779387463,191,70,73,74,77,76,56,60,58,32,800,1516,2419,2841
1779387464,193,72,72,75,77,76,56,60,58,32,800,1804,2419,2841
1779387466,194,70,72,75,79,79,57,59,58,32,800,1804,2419,2841
1779387467,195,70,72,74,75,76,56,60,58,32,800,1804,2419,2841
1779387468,196,63,65,66,67,68,55,58,57,32,800,1420,2419,2841
1779387469,197,59,60,61,63,63,51,54,53,32,800,979,2419,2841
1779387470,198,57,58,59,61,61,50,52,50,32,800,1171,2419,2841
1779387471,199,57,58,59,60,61,49,52,50,32,800,1248,2419,2841
1779387472,201,53,55,55,57,57,48,50,49,32,800,979,2419,2841
1779387473,202,52,54,54,57,57,47,49,48,32,800,883,2419,2841
1779387475,203,51,53,53,56,56,47,49,47,32,800,1171,2419,2841
1779387476,204,52,53,53,55,56,46,49,47,32,800,979,2419,2841
1779387477,205,50,52,53,55,55,46,48,47,33,800,1075,2419,2841
1779387478,206,51,52,53,55,55,46,48,47,33,800,1248,2419,2841
1779387479,207,51,52,53,55,55,46,47,46,33,800,1075,2419,2841
1779387480,208,52,53,54,55,55,45,47,46,33,800,1075,2419,2841
