epoch,uptime,cpu0,cluster0,cluster1,cpu7_top,cpu7_bot,gpu_top,mem,gpu_bot,battery,gpu_mhz,silver_mhz,gold_mhz,prime_mhz
1779384517,210,58,60,63,70,68,46,49,47,30,800,1708,2419,2841
1779384518,211,55,57,58,66,64,46,49,47,30,800,1420,1056,2841
1779384519,212,52,54,55,63,62,45,48,46,30,800,1171,1171,2841
1779384520,214,51,53,54,62,61,44,46,45,30,800,1075,1056,2841
1779384521,215,50,52,53,62,61,43,46,45,30,800,1248,1056,2841
1779384522,216,50,52,54,61,61,43,46,44,30,800,1075,1056,2841
1779384523,217,52,54,55,62,61,43,45,44,30,800,1075,1286,2841
1779384524,218,50,52,52,62,61,43,45,44,30,800,1344,2419,2841
1779384525,219,49,51,52,60,59,43,45,44,29,800,1248,2419,2841
1779384526,220,49,50,51,59,58,43,45,43,29,800,1344,1382,2841
1779384528,221,49,51,51,59,59,42,45,43,29,800,1344,1056,2841
1779384529,222,49,50,51,59,58,42,44,43,29,800,1171,940,2841
1779384530,223,48,50,51,59,58,42,45,42,29,800,1344,1056,2841
1779384531,224,48,50,51,59,58,42,44,42,29,800,1171,1171,2841
1779384532,225,48,50,51,59,58,42,44,42,29,800,1171,1171,2841
1779384533,227,49,51,52,60,58,41,44,42,29,800,1075,1171,2841
