epoch,uptime,cpu0,cluster0,cluster1,cpu7_top,cpu7_bot,gpu_top,mem,gpu_bot,battery,gpu_mhz,silver_mhz,gold_mhz,prime_mhz
1779387153,2002,65,66,68,76,74,54,57,55,32,800,1804,2419,2841
1779387154,2003,64,67,69,77,75,58,57,56,32,800,1804,2419,2841
1779387155,2004,64,66,68,74,73,54,57,56,32,800,979,2419,2841
1779387156,2005,64,67,69,75,74,55,57,56,32,800,1708,2419,2841
1779387157,2006,65,67,69,75,74,55,57,56,32,800,1804,2419,2841
1779387158,2007,66,69,72,77,76,54,57,56,32,800,1804,2419,2841
1779387159,2008,64,69,70,77,75,55,57,56,32,800,1804,2419,2841
1779387160,2009,66,69,72,77,76,57,58,56,32,800,1804,2419,2841
1779387161,2010,66,69,72,77,76,56,58,57,32,800,1708,2419,2841
1779387162,2011,67,70,71,78,76,55,58,56,32,800,1804,2419,2841
1779387163,2012,64,68,70,76,75,55,58,57,32,800,1804,2419,2841
1779387164,2014,64,67,69,76,75,55,57,57,32,800,1804,2419,2841
1779387166,2015,64,68,69,76,75,56,57,56,32,800,1612,2419,2841
1779387167,2016,65,67,69,76,75,56,57,56,32,800,1804,2419,2841
1779387168,2017,65,68,70,77,74,54,57,56,32,800,1708,2419,2841
1779387169,2018,65,68,69,77,75,55,58,57,32,800,1804,2419,2841
1779387170,2019,67,69,71,76,75,55,58,57,32,800,1420,2419,2841
1779387171,2020,67,69,72,79,77,54,58,57,32,800,1804,2419,2841
1779387172,2021,66,68,70,78,77,56,58,56,32,800,1804,2419,2841
1779387173,2022,66,70,71,78,77,56,58,56,32,800,1804,2419,2841
1779387174,2023,68,70,72,79,76,55,58,57,32,800,1804,2419,2841
1779387175,2024,68,70,72,78,77,55,58,56,32,800,1804,2419,2841
1779387176,2025,67,69,72,78,77,54,58,57,32,800,1804,2419,2841
1779387177,2027,67,70,72,78,77,55,58,56,32,800,1804,2419,2841
1779387179,2028,67,69,71,78,77,56,58,57,32,800,1516,2419,2841
1779387180,2029,69,71,73,78,78,55,58,57,32,800,1804,2419,2841
1779387181,2030,67,68,71,76,76,55,58,57,32,800,1612,2419,2841
1779387182,2031,66,69,71,78,77,56,59,57,32,800,1804,2419,2841
1779387183,2032,68,70,73,79,78,55,59,57,32,800,1804,2419,2841
1779387184,2033,70,72,73,79,78,55,59,57,32,800,1804,2419,2841
1779387185,2034,67,72,73,80,78,57,59,57,32,800,1804,2419,2841
1779387186,2035,69,71,75,80,78,57,59,58,32,800,1804,2419,2841
1779387187,2036,70,71,75,79,78,56,59,57,32,800,1804,2419,2841
1779387188,2037,70,72,74,81,78,52,57,56,32,800,1804,2419,2841
1779387190,2039,70,72,74,81,79,57,59,57,32,800,1804,2419,2841
1779387191,2040,70,71,75,80,79,57,59,58,32,800,1804,2419,2841
1779387192,2041,70,72,75,79,78,57,60,58,32,800,1804,2419,2841
1779387193,2042,70,72,74,80,78,57,60,59,32,800,1804,2419,2841
1779387194,2043,70,72,75,81,79,58,60,59,32,800,1804,2419,2841
1779387195,2044,70,72,74,81,79,57,60,59,32,800,1804,2419,2841
1779387196,2045,71,73,75,81,79,57,60,58,32,800,1804,2419,2841
1779387197,2046,69,72,74,80,78,57,60,59,32,800,1804,2419,2841
1779387198,2047,70,72,75,81,79,57,60,59,32,800,1804,2419,2841
1779387199,2048,70,73,75,81,79,58,60,59,32,800,1804,2419,2841
1779387200,2049,70,73,74,79,78,57,60,59,32,800,1804,2419,2841
1779387201,2051,70,73,74,82,80,57,60,59,32,800,1804,2419,2841
1779387203,2052,72,73,77,77,76,56,60,59,32,800,1804,2419,2841
1779387204,2053,71,73,75,81,79,57,60,59,32,800,1516,2419,2841
1779387205,2054,71,73,76,81,80,58,60,59,32,800,1804,2419,2841
1779387206,2055,72,73,75,81,81,56,60,59,32,800,1804,2419,2841
1779387207,2056,71,73,76,81,80,56,60,58,32,800,1804,2419,2841
1779387208,2057,71,73,75,81,79,57,60,59,32,800,1804,2419,2841
1779387209,2058,72,74,75,75,76,58,61,59,32,800,1612,2419,2841
1779387210,2059,71,73,75,81,79,58,60,59,32,800,1804,2419,2841
1779387211,2060,72,73,76,81,79,57,61,59,32,800,1804,2419,2841
1779387213,2062,72,73,77,80,77,57,60,59,32,800,1804,2419,2841
1779387214,2063,70,73,76,82,80,58,60,58,32,800,1708,2419,2841
1779387215,2064,63,64,64,68,68,53,57,55,32,800,883,2419,2841
1779387216,2065,60,61,62,64,64,51,54,52,32,800,1248,2419,2841
1779387217,2066,57,58,58,62,62,50,52,50,32,800,1612,2419,2841
1779387218,2067,55,57,57,61,61,49,51,50,32,800,1171,2419,2841
1779387219,2068,54,55,56,59,59,48,50,49,32,800,1171,2419,2841
1779387220,2069,54,55,56,59,59,48,50,49,33,800,1171,2419,2841
1779387221,2070,54,55,55,59,59,48,49,48,33,800,1075,2419,2841
1779387222,2071,54,55,56,59,59,47,49,48,33,800,1171,2419,2841
1779387223,2072,53,54,55,58,58,47,49,47,33,800,1171,2419,2841
1779387224,2073,53,54,55,59,58,46,49,47,33,800,1516,2419,2841
1779387225,2074,52,54,55,58,58,46,49,47,33,800,1075,2419,2841
1779387227,2076,54,54,55,58,59,46,49,47,33,800,1075,2419,2841
1779387228,2077,53,54,55,58,58,46,48,47,33,800,1075,2419,2841
1779387229,2078,53,55,55,60,59,46,48,47,33,800,1171,2419,2841
1779387230,2079,52,54,54,57,57,46,48,47,33,800,1612,2419,2841
1779387231,2080,53,54,56,58,58,46,48,46,33,800,1075,2419,2841
1779387232,2081,51,53,53,57,57,46,47,46,33,800,1612,2419,2841
