epoch,uptime,cpu0,cluster0,cluster1,cpu7_top,cpu7_bot,gpu_top,mem,gpu_bot,battery,gpu_mhz,silver_mhz,gold_mhz,prime_mhz
1779387611,97,60,62,63,71,70,50,53,52,33,800,1516,2419,2841
1779387612,98,60,62,63,71,70,51,53,51,33,800,1708,2419,2841
1779387613,99,61,64,65,71,71,50,54,52,33,800,1516,2419,2841
1779387614,101,59,61,63,70,70,52,53,52,33,800,1344,2419,2841
1779387615,102,60,62,64,70,69,49,52,50,33,800,1516,2419,2841
1779387616,103,58,60,61,69,68,49,52,50,33,800,1708,2419,2841
1779387617,104,61,63,64,71,70,48,52,50,33,800,1804,2419,2841
1779387618,105,62,64,66,71,70,49,53,51,33,800,1804,2419,2841
1779387619,106,62,64,66,73,71,49,53,51,33,800,1804,2419,2841
1779387620,107,61,63,66,72,71,49,52,51,33,800,1248,2419,2841
1779387621,108,61,64,66,71,70,48,52,50,33,800,1804,2419,2841
1779387623,109,63,65,67,73,72,54,54,54,33,800,1804,2419,2841
1779387624,110,62,64,66,74,72,55,56,56,33,800,1804,2419,2841
1779387625,111,61,63,66,73,72,55,56,56,33,800,1804,2419,2841
1779387626,112,64,66,67,74,73,55,56,54,33,800,1804,2419,2841
1779387627,113,62,66,68,75,74,54,56,55,33,800,1804,2419,2841
1779387628,115,63,67,70,76,74,55,57,56,33,800,1804,2419,2841
1779387629,116,67,69,71,77,75,55,57,56,33,800,1804,2419,2841
1779387630,117,63,67,70,76,75,56,57,57,33,800,1075,2419,2841
1779387631,118,66,68,70,78,76,54,57,56,33,800,1804,2419,2841
1779387632,119,65,67,70,76,75,55,57,56,33,800,1804,2419,2841
1779387633,120,66,68,70,77,75,53,57,56,33,800,1804,2419,2841
1779387634,121,66,69,71,77,75,56,58,57,33,800,1708,2419,2841
1779387636,122,66,69,72,77,76,57,58,57,33,800,1804,2419,2841
1779387637,123,67,70,71,77,76,56,58,57,33,800,1612,2419,2841
1779387638,124,66,69,72,77,76,55,58,57,33,800,1804,2419,2841
1779387639,125,67,70,72,79,77,55,58,57,33,800,1516,2419,2841
1779387640,127,67,70,72,78,75,56,59,57,33,800,1804,2419,2841
1779387641,128,68,70,72,79,77,55,58,57,33,800,1171,2419,2841
1779387642,129,66,68,71,78,77,56,58,57,33,800,1516,2419,2841
1779387643,130,68,71,73,79,77,57,58,57,33,800,1708,2419,2841
1779387644,131,68,70,73,79,77,55,59,57,33,800,1804,2419,2841
1779387645,132,68,71,73,79,77,57,59,58,33,800,1804,2419,2841
1779387646,133,67,69,71,80,77,55,58,57,33,800,1804,2419,2841
1779387648,134,69,71,73,79,77,55,59,57,33,800,1804,2419,2841
1779387649,135,69,70,72,79,78,56,59,57,33,800,1804,2419,2841
1779387650,136,68,72,73,80,78,56,59,57,33,800,1804,2419,2841
1779387651,137,70,72,73,79,78,55,59,57,33,800,1804,2419,2841
1779387652,138,68,71,73,79,78,55,58,57,33,800,1804,2419,2841
1779387653,140,69,71,73,79,78,55,59,58,33,800,1804,2419,2841
1779387654,141,69,71,74,79,78,57,59,57,33,800,1804,2419,2841
1779387655,142,69,71,73,79,77,57,59,58,33,800,1344,2419,2841
1779387656,143,69,72,73,80,79,57,59,57,33,800,1804,2419,2841
1779387657,144,69,72,73,80,79,57,59,58,33,800,1804,2419,2841
1779387658,145,70,72,73,80,79,56,59,58,33,800,1804,2419,2841
1779387660,146,70,73,75,81,79,56,60,58,33,800,1804,2419,2841
1779387661,147,70,73,75,81,79,56,59,58,33,800,1804,2419,2841
1779387662,148,70,73,75,81,79,57,60,58,33,800,1804,2419,2841
1779387663,149,71,73,75,81,80,56,59,58,33,800,1804,2419,2841
1779387664,150,70,73,76,81,80,57,60,59,33,800,1804,2419,2841
1779387665,152,71,73,76,80,79,56,60,58,33,800,1804,2419,2841
1779387666,153,72,73,76,82,80,56,60,59,33,800,1708,2419,2841
1779387667,154,70,72,75,82,80,57,60,59,33,800,1804,2419,2841
1779387668,155,72,73,76,82,80,56,60,58,33,800,1804,2419,2841
1779387669,156,70,74,76,82,80,57,61,59,33,800,1804,2419,2841
1779387671,157,71,73,75,81,80,58,61,59,33,800,1804,2419,2841
1779387672,158,71,74,77,81,79,56,60,58,33,800,1804,2419,2841
1779387673,159,72,73,76,81,79,56,60,59,33,800,1804,2419,2841
1779387674,160,71,74,76,82,80,57,60,58,33,800,1804,2419,2841
1779387675,161,72,74,76,81,80,57,60,59,33,800,1516,2419,2841
1779387676,162,71,74,76,81,80,58,61,59,33,800,1804,2419,2841
1779387677,164,72,74,76,82,80,57,61,59,33,800,1804,2419,2841
1779387678,165,72,73,75,81,80,57,61,59,33,800,1804,2419,2841
1779387679,166,72,75,76,82,81,59,60,59,33,800,1804,2419,2841
1779387680,167,70,73,75,81,79,57,60,59,33,800,1804,2419,2841
1779387681,168,72,74,75,81,79,57,61,59,33,800,1804,2419,2841
1779387682,169,73,74,77,81,81,57,61,59,33,800,1804,2419,2841
1779387684,170,72,73,76,81,80,56,61,59,33,800,1804,2419,2841
1779387685,171,71,73,75,81,80,57,61,59,33,800,1804,2419,2841
1779387686,172,72,74,77,81,79,58,61,59,33,800,1804,2419,2841
1779387687,173,72,75,77,82,80,59,61,60,33,800,1804,2419,2841
1779387688,174,72,74,76,82,81,59,61,59,33,800,1804,2419,2841
1779387689,176,72,74,76,83,81,58,61,59,33,800,1804,2419,2841
1779387690,177,72,74,77,82,81,57,61,59,33,800,1804,2419,2841
1779387691,178,71,74,76,82,80,56,60,59,33,800,1804,2419,2841
1779387692,179,72,74,77,82,81,57,61,59,33,800,1516,2419,2841
1779387693,180,72,74,77,82,81,57,61,60,33,800,1804,2419,2841
1779387694,181,72,75,77,82,81,59,61,60,33,800,1804,2419,2841
